OP section;Wavelength (nm);"FoV_Y ("")";"FoV_X ("")";FoV Comment;"required d ("")";""" Comment";SIS Instrument;SIS COMMENT;N;N Comment;R;R Comment;BP (nm);BP Comment;SNR;SNR Comment;Cadence (s);Cadence Comment;tint (s);tint (s) Comment;T continuum;T continuum comment;T core;T core comment;REQ?;Duration of observation (h);Polarimetry
6.6.1;854;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.6.1;1083;60.0;60;;0.1;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;5;Goal 1s;0.1;;0.023;;0.074;;True;Not mentioned;False
6.6.1;1565;60.0;60;;0.1;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;5;Goal 1s;0.1;;0.026;;0.037;;True;Not mentioned;False
6.6.2;388;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.6.2;396;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.6.2;430;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.6.2;525;60.0;60;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;90;Goal 30s;3;;0.0042;;0.0214;;True;Not mentioned;True
6.6.2;630;60.0;60;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;90;Goal 30s;3;;0.0034;;0.0124;;True;Not mentioned;True
6.6.2;656;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.6.2;854;60.0;60;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;90;Goal 30s;3;;0.0032;;0.0156;;True;Not mentioned;True
6.6.2;854;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.6.2;1083;60.0;60;;0.1;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;90;Goal 30s;3;;0.003;;0.01;;True;Not mentioned;True
6.6.2;1565;60.0;60;Goal 120x120;0.1;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;90;Goal 30s;3;;0.004;;0.005;;True;Not mentioned;True
6.7.1;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.7.1;430;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.7.1;517;40.0;40;Goal 120x120;0.1;;TIS;;20;for chromospheric lines;50000;Not mentioned in SRD, min req value adopted;;TBD, please provide;1000;;5;Goal 1s;0.3;Not mentioned, estimated from N and cadence;0.0034;;0.0482;;True;Not mentioned;True
6.7.1;525;40.0;40;Goal 120x120;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;40;Goal 10s;1.3;;0.0097;;0.0495;;True;Not mentioned;True
6.7.1;630;40.0;40;Goal 120x120;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;40;Goal 10s;1.3;;0.0079;;0.0287;;True;Not mentioned;True
6.7.1;656;40.0;40;Goal 120x120;0.1;;TIS;;20;for chromospheric lines;50000;Not mentioned in SRD, min req value adopted;;TBD, please provide;1000;;5;Goal 1s;0.3;Not mentioned, estimated from N and cadence;0.0022;;0.0127;;True;Not mentioned;True
6.7.1;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.7.1;854;40.0;40;Goal 120x120;0.1;;TIS;;20;for chromospheric lines;50000;Not mentioned in SRD, min req value adopted;;TBD, please provide;1000;;5;Goal 1s;0.3;Not mentioned, estimated from N and cadence;0.002;;0.0098;;True;Not mentioned;True
6.7.1;854;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.7.1;1083;40.0;40;Goal 120x120;0.1;0.05;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;40;Goal 10s;1.3;;0.007;;0.023;;True;Not mentioned;True
6.7.1;1565;40.0;40;Goal 120x120;0.1;0.05;IFS-S;Was a TIS;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;40;Goal 10s;1.3;;0.008;;0.012;;True;Not mentioned;True
6.7.2;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,1s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.7.2;430;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,1s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.7.2;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,1s;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.7.2;656;60.0;60;Goal 120x120;0.05;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0.0001;;0.0004;;True;Not mentioned;True
6.7.2;854;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,1s;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.7.2;854;60.0;60;Goal 120x120;-1.0;0.03 is DL at the requested wavelength;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0.0001;;0.0003;;True;Not mentioned;True
6.7.2;1082;60.0;60;Goal 120x120;-1.0;;IFS-S;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0;;0.001;;False;Not mentioned;True
6.7.2;1083;60.0;60;Goal 120x120;-1.0;;IFS-S;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0;;0.001;;False;Not mentioned;True
6.7.2;1565;60.0;60;Goal 120x120;-1.0;;IFS-S;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0.044;;0.062;;True;Not mentioned;True
6.8.1;455;30.0;30;Goal 60x60;0.1;0.05;IFS-M;Was SP;452;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.36;+/-120kms-1;1000;Goal 3000;5;Goal 1s;5;Not mentioned, suposed equal to cadence;0.0008;;0.0089;;True;Not mentioned;True
6.8.1;589;30.0;30;Goal 60x60;0.1;0.05;IFS-M;Was SP;456;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.47;+/-120kms-1;1000;Goal 3000;5;Goal 1s;5;Not mentioned, suposed equal to cadence;0.0006;;0.0122;;True;Not mentioned;True
6.8.1;630;30.0;30;Goal 60x60;0.1;0.05;IFS-M;Was SP;454;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.5;+/-120kms-1;1000;Goal 3000;5;Goal 1s;5;Not mentioned, suposed equal to cadence;0.0005;;0.0019;;False;Not mentioned;True
6.8.1;656;30.0;30;Goal 60x60;0.1;0.05;IFS-M;Was SP;462;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.53;+/-120kms-1;1000;Goal 3000;5;Goal 1s;5;Not mentioned, suposed equal to cadence;0.0005;;0.0031;;True;Not mentioned;True
6.8.1;854;10.0;40;Goal 20x60;0.1;0.05;IFS-M;Was SP;569;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.85;+/-150kms-1;1000;Goal 3000;1;Goal 0,5s;1;Not mentioned, suposed equal to cadence;0.0024;;0.0117;;True;Not mentioned;True
6.8.1;1082;10.0;40;Goal 20x60;0.1;0.05;IFS-S;Was SP;581;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;1.1;+/-150kms-1;1000;Goal 3000;1;Goal 0,5s;1;Not mentioned, suposed equal to cadence;0.002;;0.007;;True;Not mentioned;True
6.8.1;1083;10.0;40;Goal 20x60;0.1;0.05;IFS-S;Was SP;580;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;1.1;+/-150kms-1;1000;Goal 3000;1;Goal 0,5s;1;Not mentioned, suposed equal to cadence;0.002;;0.007;;True;Not mentioned;True
6.9.1;388;120.0;120;;0.1;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.9.1;396;120.0;120;;0.1;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.9.1;430;120.0;120;;0.1;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.9.1;455;60.0;60;Goal 120x120;0.05;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0.0001;;0.0013;;True;Not mentioned;True
6.9.1;656;120.0;120;;0.1;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.9.1;854;60.0;60;Goal 120x120;-1.0;0.03 is DL at the requested wavelength;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0.0001;;0.0003;;True;Not mentioned;True
6.9.1;1082;60.0;60;Goal 120x120;-1.0;;IFS-S;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0;;0.001;;False;Not mentioned;True
6.9.1;1083;60.0;60;Goal 120x120;-1.0;;IFS-S;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0;;0.001;;False;Not mentioned;True
6.9.1;1565;60.0;60;Goal 120x120;-1.0;;IFS-S;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;140;;;Not Mentioned, please provide;0.044;;0.062;;True;Not mentioned;True
7.1.1;396;10.0;40;Goal 20x80;0.1;0.05;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;2;Goal 1s;0.5;;0.0173;;0.5436;;True;Not mentioned;False
7.1.1;587;10.0;40;Goal 20x80;0.1;0.05;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;2;Goal 1s;0.5;;0.0055;;0.0108;;False;Not mentioned;False
7.1.1;656;10.0;40;Goal 20x80;0.1;0.05;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;2;Goal 1s;0.5;;0.0053;;0.0306;;True;Not mentioned;False
7.1.1;854;10.0;40;Goal 20x80;0.1;0.05;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;2;Goal 1s;0.5;;0.0048;;0.0235;;True;Not mentioned;False
7.1.1;1083;10.0;40;Goal 20x80;0.1;0.05;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;4;;1;;0.002;;0.007;;True;Not mentioned;False
7.1.2;656;10.0;40;Goal 20x80;0.04;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;4;Goal 1s;1;Goal 0,5s;0.0167;;0.0955;;True;Not mentioned;True
7.1.2;854;10.0;40;Goal 20x80;-1.0;0.04 is DL at the requested wavelength;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;4;Goal 1s;1;Goal 0,5s;0.0151;;0.0734;;True;Not mentioned;True
7.1.2;1083;10.0;40;Goal 20x80;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;4;Goal 1s;1;Goal 0,5s;0.038;;0.122;;True;Not mentioned;True
7.1.3;656;40.0;100;;0.04;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;;TBD;3;;0.0222;;0.1273;;True;Not mentioned;True
7.1.3;854;40.0;100;;-1.0;0.04 is DL at the requested wavelength;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;;TBD;3;;0.0201;;0.0978;;True;Not mentioned;True
7.1.3;1083;40.0;100;;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;;TBD;3;;0.05;;0.163;;True;Not mentioned;True
7.2.1;656;10.0;40;;0.1;0.05;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;2;Goal 1s;1;Goal 0,5s;0.0027;;0.0153;;True;Not mentioned;False
7.2.1;854;10.0;40;;0.1;0.05;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;2;Goal 1s;1;Goal 0,5s;0.0024;;0.0117;;True;Not mentioned;True
7.2.1;1083;10.0;40;;0.1;0.05;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;Goal 2000;2;Goal 1s;1;Goal 0,5s;0.002;;0.007;;True;Not mentioned;True
7.2.2;854;10.0;40;;0.1;0.05;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;10000;;;SRD says not crucial, to be checked;;SRD says compliant with SNR, please provide;0.0482;;0.2347;;True;Not mentioned;True
7.3.1;525;20.0;20;Goal 40x40;0.06;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;4;Goal 1s;0.0087;;0.0447;;True;Not mentioned;True
7.3.1;455;20.0;20;Goal 40x40;0.06;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;4;Goal 1s;0.0112;;0.1232;;True;Not mentioned;False
7.3.1;656;20.0;20;Goal 40x40;0.06;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;4;Goal 1s;0.0074;;0.0424;;True;Not mentioned;False
7.3.1;1565;20.0;20;Goal 40x40;-1.0;0.06 is DL for the target line;IFS-S;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;0.5;;0.059;;0.083;;True;Not mentioned;True
7.4.1;630;20.0;20;Goal 30x30;0.04;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;500;Goal 1000;2;Goal 1s;0.5;;0.008;;0.0292;;True;Not mentioned;True
7.4.1;656;20.0;20;Goal 30x30;0.04;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;500;Goal 1000;2;Goal 1s;0.5;;0.0083;;0.0477;;True;Not mentioned;False
7.4.1;854;20.0;20;Goal 30x30;-1.0;0.04 is DL at the requested wavelength;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;500;Goal 1000;2;Goal 1s;0.5;;0.0075;;0.0367;;True;Not mentioned;True
7.5.1;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,1s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
7.5.1;630;10.0;10;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;10;Goal 5s;2;;0.0013;;0.0047;;True;Not mentioned;False
7.5.1;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
7.5.1;854;10.0;10;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;10;Goal 5s;2;;0.0012;;0.0059;;True;Not mentioned;False
7.5.1;854;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
7.5.1;1083;10.0;10;;0.1;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;10;Goal 5s;2;;0.001;;0.004;;False;Not mentioned;False
7.5.1;388;60.0;60;Goal 120x120;0.05;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
7.5.2;396;60.0;60;Goal 120x120;0.05;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;2;Goal is 1s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
7.5.2;430;60.0;60;Goal 120x120;0.05;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;2;Goal is 1s;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
7.5.2;630;60.0;60;;0.05;0.04;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.5;;0.082;;0.2987;;True;Not mentioned;False
7.5.2;854;60.0;60;;-1.0;0.03 is DL at the requested wavelength;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.5;;0.0772;;0.3756;;True;Not mentioned;False
7.5.2;1083;60.0;60;;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.5;;0.302;;0.977;;True;Not mentioned;False
8.1.1;461;10.0;10;;0.04;;TIS;;7;Goal, Requirement is 3;50000;Not mentioned in SRD, min req value adopted;0.1;Please provide;;TBD;4;;0.6;Not mentioned, estimated from N and cadence;0.6713;;5.3376;;True;Not mentioned;True
8.1.2;517;10.0;10;;0.23;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;TBD, please provide;;TBD;23;;;Not Mentioned, please provide;0;;0.0004;;True;Not mentioned;True
8.1.3;455;10.0;10;;0.45;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;TBD, please provide;;TBD;47;;;Not Mentioned, please provide;0.0004;;0.0047;;True;Not mentioned;True
8.2.1;423;1.0;1;;0.28;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;TBD, please provide;;TBD;8;;;Not Mentioned, please provide;0.0081;;0.3043;;True;Not mentioned;True
8.2.2;396;1.0;1;;0.53;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;TBD, please provide;;TBD;7.8;;;Not Mentioned, please provide;0.004;;0.1241;;True;Not mentioned;True
8.2.3;849;1.0;1;;-1.0;0.03 is DL at the requested wavelength;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;TBD, please provide;;TBD;7;;;Not Mentioned, please provide;0.0013;;0.0014;;True;Not mentioned;True
8.2.3;854;1.0;1;;0.5;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;TBD, please provide;;TBD;7;;;Not Mentioned, please provide;0.0014;;0.0067;;True;Not mentioned;True
8.3.1;589;1.0;1;;0.9;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;TBD, please provide;;TBD;27;;;Not Mentioned, please provide;0;;0;;True;Not mentioned;True
